outcome,feature,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,dataset
outcome_binary,nervousness_late_mean,200,-0.2173,0.002,-0.3476,0.0,0.2173,emaad
outcome_binary,disgust_delta,200,-0.2157,0.0022,-0.2014,0.0042,0.2157,emaad
outcome_binary,relief_early_mean,200,-0.2152,0.0022,-0.176,0.0127,0.2152,emaad
outcome_binary,joy_max,200,-0.2127,0.0025,-0.1188,0.0938,0.2127,emaad
outcome_binary,embarrassment_late_minus_early,200,-0.2114,0.0027,-0.2174,0.002,0.2114,emaad
outcome_binary,curiosity_last,200,0.2104,0.0028,0.0688,0.3333,0.2104,emaad
outcome_binary,grief_delta,200,-0.2104,0.0028,-0.181,0.0103,0.2104,emaad
outcome_binary,relief_max,200,-0.2081,0.0031,-0.1968,0.0052,0.2081,emaad
outcome_binary,fear_last,200,-0.2075,0.0032,-0.1178,0.0967,0.2075,emaad
outcome_binary,anger_late_minus_early,200,-0.2067,0.0033,-0.1703,0.0159,0.2067,emaad
outcome_binary,realization_late_minus_early,200,-0.2054,0.0035,-0.2148,0.0023,0.2054,emaad
outcome_binary,nervousness_mean,200,-0.2039,0.0038,-0.4642,0.0,0.2039,emaad
outcome_binary,anger_early_mean,200,-0.2025,0.004,-0.1907,0.0068,0.2025,emaad
outcome_binary,grief_last,200,-0.2021,0.0041,-0.1619,0.022,0.2021,emaad
outcome_binary,sadness_buyer_minus_seller_mean,200,0.1983,0.0049,0.2264,0.0013,0.1983,emaad
outcome_binary,joy_early_mean,200,-0.1953,0.0056,-0.0436,0.5394,0.1953,emaad
outcome_binary,optimism_std,200,-0.1906,0.0069,-0.1043,0.1417,0.1906,emaad
outcome_binary,sadness_std,200,-0.1897,0.0071,-0.2546,0.0003,0.1897,emaad
outcome_binary,excitement_early_mean,200,0.1882,0.0076,0.2347,0.0008,0.1882,emaad
outcome_binary,amusement_buyer_minus_seller_mean,200,-0.1874,0.0079,-0.2233,0.0015,0.1874,emaad
outcome_binary,love_delta,200,-0.187,0.008,-0.2129,0.0025,0.187,emaad
outcome_binary,grief_max,200,-0.1868,0.0081,-0.2047,0.0036,0.1868,emaad
outcome_binary,caring_late_minus_early,200,-0.1867,0.0081,-0.2153,0.0022,0.1867,emaad
outcome_binary,sadness_late_mean,200,-0.186,0.0083,-0.5097,0.0,0.186,emaad
outcome_binary,desire_mean,200,-0.184,0.0091,-0.2217,0.0016,0.184,emaad
outcome_binary,confusion_first,200,0.1805,0.0105,0.1207,0.0886,0.1805,emaad
outcome_binary,anger_mean,200,-0.1802,0.0106,-0.5068,0.0,0.1802,emaad
outcome_binary,disapproval_early_mean,200,-0.1796,0.0109,-0.0282,0.6915,0.1796,emaad
outcome_binary,curiosity_late_minus_early,200,-0.1793,0.0111,-0.1739,0.0138,0.1793,emaad
outcome_binary,relief_late_mean,200,-0.1792,0.0111,-0.171,0.0155,0.1792,emaad
outcome_binary,realization_std,200,-0.1777,0.0118,-0.4604,0.0,0.1777,emaad
outcome_binary,embarrassment_last,200,-0.1752,0.0131,-0.1344,0.0578,0.1752,emaad
outcome_binary,sadness_max,200,-0.1745,0.0135,-0.1865,0.0082,0.1745,emaad
outcome_binary,love_buyer_minus_seller_mean,200,-0.1736,0.0139,-0.136,0.0549,0.1736,emaad
outcome_binary,disgust_buyer_minus_seller_mean,200,0.1732,0.0142,0.127,0.0732,0.1732,emaad
outcome_binary,surprise_first,200,0.172,0.0148,0.1739,0.0138,0.172,emaad
outcome_binary,approval_early_mean,200,0.1717,0.015,0.1987,0.0048,0.1717,emaad
outcome_binary,realization_last,200,-0.1714,0.0152,-0.083,0.2428,0.1714,emaad
outcome_binary,confusion_last,200,0.1702,0.0159,0.0859,0.2264,0.1702,emaad
outcome_binary,confusion_delta,200,-0.1699,0.0162,-0.1057,0.1365,0.1699,emaad
outcome_binary,joy_late_mean,200,0.1698,0.0162,0.4185,0.0,0.1698,emaad
outcome_binary,curiosity_first,200,0.1684,0.0171,0.189,0.0074,0.1684,emaad
outcome_binary,admiration_first,200,0.1676,0.0177,0.1344,0.0578,0.1676,emaad
outcome_binary,disappointment_last,200,-0.1675,0.0178,-0.3759,0.0,0.1675,emaad
outcome_binary,pride_last,200,0.167,0.0181,0.1337,0.0591,0.167,emaad
outcome_binary,amusement_last,200,0.1655,0.0192,0.2039,0.0038,0.1655,emaad
outcome_binary,fear_late_mean,200,-0.165,0.0196,-0.3055,0.0,0.165,emaad
outcome_binary,optimism_max,200,-0.1649,0.0197,-0.0567,0.425,0.1649,emaad
outcome_binary,love_last,200,-0.1636,0.0206,-0.1354,0.0558,0.1636,emaad
